jobId,nEvt,nProc,nInst,elapsed,cpuEff,vsz,rsz
5266600,1600,24,2,2415,33.718775551882025,998419812,10250804
5266600,1600,24,2,2475,26.418192161525305,657171484,6739688
5266600,1600,24,2,2536,23.01366671930681,289267188,3142256
5266600,1600,24,2,2596,3.062091912805655,131614272,1566524
5266601,1600,25,2,3,0.0,832976,23672
5266601,1600,25,2,63,4.125850340136055,112739048,783496
5266601,1600,25,2,124,44.1904368358914,1477193588,12105480
5266601,1600,25,2,184,49.95024637034243,1477226344,12422836
5266601,1600,25,2,244,50.304640199838246,1477245380,12667512
5266601,1600,25,2,305,50.12195865891301,1477250072,12859580
5266601,1600,25,2,365,50.22517747965484,1477271012,13102204
5266601,1600,25,2,425,50.292613857129474,1477282692,13313572
5266601,1600,25,2,485,50.321782049361936,1477282692,13410200
5266601,1600,25,2,546,50.22913531171753,1477282692,13492312
5266601,1600,25,2,606,50.25953962010071,1477284244,13553248
5266601,1600,25,2,666,50.2882387028804,1477284244,13623728
5266601,1600,25,2,726,50.3040173253223,1477285864,13708632
5266601,1600,25,2,787,50.24590594540105,1477286532,13767316
5266601,1600,25,2,847,50.27012046869124,1477287796,13836552
5266601,1600,25,2,907,50.2842540490447,1477292456,13909240
5266601,1600,25,2,968,50.238088044819854,1477292884,13949868
5266601,1600,25,2,1028,50.25258050691505,1477293316,13988380
5266601,1600,25,2,1088,50.26809992083745,1477295420,14021036
5266601,1600,25,2,1148,50.2817448107127,1477297164,14066736
5266601,1600,25,2,1209,50.25021552635249,1477297164,14123520
5266601,1600,25,2,1269,50.26230201147696,1477301144,14183124
5266601,1600,25,2,1329,50.27597151579358,1477301144,14215400
5266601,1600,25,2,1390,50.24578363207417,1477302864,14236328
5266601,1600,25,2,1450,50.254487391372336,1477306912,14279200
5266601,1600,25,2,1510,50.26365978511156,1477307568,14320596
5266601,1600,25,2,1570,50.27154914678546,1477308248,14340856
5266601,1600,25,2,1631,50.24763971014585,1477310268,14381348
5266601,1600,25,2,1691,50.25793882663613,1477313240,14420700
5266601,1600,25,2,1751,50.2698543229309,1477313380,14445724
5266601,1600,25,2,1812,50.24737258378753,1477316540,14476828
5266601,1600,25,2,1872,50.25382958751005,1477320020,14510408
5266601,1600,25,2,1932,50.26036404920508,1477320020,14528912
5266601,1600,25,2,1993,50.242948476612575,1477321708,14547312
5266601,1600,25,2,2053,50.248377203756014,1477324688,14566680
5266601,1600,25,2,2113,50.25395726855813,1477324688,14578948
5266601,1600,25,2,2173,50.260612757133515,1477330368,14602528
5266601,1600,25,2,2234,50.24518875260169,1477338436,14621252
5266601,1600,25,2,2294,50.185873589614744,1476394876,14552904
5266601,1600,25,2,2354,49.82579615470565,1476394876,14559900
5266601,1600,25,2,2414,37.915083125911494,1148513732,11461060
5266601,1600,25,2,2475,30.789123494871436,901986324,8820396
5266601,1600,25,2,2535,22.66891339205408,683397128,6715864
5266601,1600,25,2,2595,9.86287519540128,328174100,3354600
5266601,1600,25,2,2656,2.0824793126339225,109583664,1299232
5266601,1600,25,2,2716,1.1002885741077788,82260428,1046752
5266602,1600,27,2,3,0.0,824920,21668
5266602,1600,27,2,64,4.003934426229508,121124224,780452
5266602,1600,27,2,124,51.83545848091301,1708118000,13037572
5266602,1600,27,2,184,54.14914840091958,1708147564,13346872
5266602,1600,27,2,245,54.02010409564823,1708166748,13587092
5266602,1600,27,2,305,54.214273482376505,1708184092,13857444
5266602,1600,27,2,365,54.304880132449625,1708187480,14018736
5266602,1600,27,2,426,54.20817431188289,1708195292,14191220
5266602,1600,27,2,486,54.23930042885732,1708200472,14327788
5266602,1600,27,2,546,54.27130152339189,1708203556,14443492
5266602,1600,27,2,606,54.31403552375851,1708206744,14570196
5266602,1600,27,2,667,54.25211670702881,1708211884,14667640
5266602,1600,27,2,727,54.25908088199494,1708212564,14725984
5266602,1600,27,2,787,54.2836106583529,1708214924,14813564
5266602,1600,27,2,848,54.23574270959314,1708216192,14888032
5266602,1600,27,2,908,54.2647729580171,1708216344,14924104
5266602,1600,27,2,968,54.272575949108436,1708216344,14956324
5266602,1600,27,2,1028,54.28370460227865,1708219228,15020880
5266602,1600,27,2,1089,54.247161780191014,1708219884,15079676
5266602,1600,27,2,1149,54.26871454806136,1708219884,15106832
5266602,1600,27,2,1209,54.278449326277695,1708221320,15152252
5266602,1600,27,2,1270,54.24460801140018,1708221576,15176228
5266602,1600,27,2,1330,54.26118593635011,1708227548,15222228
5266602,1600,27,2,1390,54.280828709041415,1708227548,15240276
5266602,1600,27,2,1450,54.281413355344014,1708227548,15269028
5266602,1600,27,2,1511,54.25101732557436,1708227548,15296604
5266602,1600,27,2,1571,54.26582989684718,1708227548,15344960
5266602,1600,27,2,1631,54.27825175441105,1708234152,15375356
5266602,1600,27,2,1691,54.2849676526647,1708234456,15395372
5266602,1600,27,2,1752,54.26059881090829,1708235344,15422704
5266602,1600,27,2,1812,54.26790318372972,1708238584,15439308
5266602,1600,27,2,1872,54.277534176229814,1708239756,15466508
5266602,1600,27,2,1933,54.25585636288308,1708243704,15488364
5266602,1600,27,2,1993,54.26461938385813,1708244024,15510908
5266602,1600,27,2,2053,54.27380424437665,1708257944,15543376
5266602,1600,27,2,2113,54.04387974687549,1706364192,15392632
5266602,1600,27,2,2174,53.139724070226755,1706364188,15397756
5266602,1600,27,2,2234,24.68286426677075,853166580,7957416
5266602,1600,27,2,2294,10.976102556990874,441289548,4427360
5266603,1600,30,2,3,0.0,763848,21648
5266603,1600,30,2,63,4.125850340136055,133641888,782492
5266603,1600,30,2,124,57.615220385674895,2085900992,14385000
5266603,1600,30,2,184,59.90412817060526,2085923852,14636688
5266603,1600,30,2,244,60.2673391865617,2085949668,14913492
5266603,1600,30,2,305,60.122409372656584,2085965076,15219272
5266603,1600,30,2,365,60.240407193873345,2085970588,15439052
5266603,1600,30,2,425,60.30902702122547,2085982992,15645960
5266603,1600,30,2,485,60.37118116706352,2085985044,15806472
5266603,1600,30,2,546,60.271872155551726,2085988100,15931580
5266603,1600,30,2,606,60.312044970018725,2085988748,16031832
5266603,1600,30,2,666,60.34372654272348,2085990300,16140972
5266603,1600,30,2,727,60.27252312950661,2085994664,16220192
5266603,1600,30,2,787,60.3005730328987,2085994664,16287820
5266603,1600,30,2,847,60.32639825758433,2085996556,16377748
5266603,1600,30,2,907,60.342372109519545,2086002176,16449532
5266603,1600,30,2,968,60.297151765782225,2086004304,16522872
5266603,1600,30,2,1028,60.32912969478601,2086013592,16615856
5266603,1600,30,2,1088,60.344770235471294,2086014976,16684300
5266603,1600,30,2,1149,60.30364753563974,2086014976,16713124
5266603,1600,30,2,1209,60.32353082797613,2086015816,16748156
5266603,1600,30,2,1269,60.3387847604416,2086015816,16786856
5266603,1600,30,2,1330,60.30353871098266,2086016080,16831880
5266603,1600,30,2,1390,60.318207867350736,2086017988,16883300
5266603,1600,30,2,1450,60.332394188526216,2086017988,16907556
5266603,1600,30,2,1511,60.301271607991204,2086032372,16956640
5266603,1600,30,2,1571,60.31548267788555,2086033560,17003112
5266603,1600,30,2,1631,60.32868503779208,2086035296,17038452
5266603,1600,30,2,1692,60.29991896211827,2086037360,17079144
5266603,1600,30,2,1752,60.313340631375084,2086039344,17131156
5266603,1600,30,2,1812,60.32742763840874,2086051020,17175276
5266603,1600,30,2,1873,60.30105722041322,2086054372,17204052
5266603,1600,30,2,1933,60.1889482379232,2084152784,17058956
5266603,1600,30,2,1993,59.37605458524465,2084159104,17078308
5266603,1600,30,2,2054,36.348194052005006,1335133872,11144964
5266603,1600,30,2,2114,15.873301426792583,651232892,5817828
5266603,1600,30,2,2174,5.973803407575473,260768948,2443748
5266605,1600,40,2,3,0.0,833424,21716
5266605,1600,40,2,63,4.085300546448087,175648800,780212
5266605,1600,40,2,123,78.82779417552145,3618091604,18947576
5266605,1600,40,2,184,79.54281455029918,3618125468,19303500
5266605,1600,40,2,244,80.07636569547215,3618142284,19604852
5266605,1600,40,2,305,80.03073653052266,3618157980,19973784
5266605,1600,40,2,365,80.26809111052037,3618168208,20268384
5266605,1600,40,2,425,80.39106000455372,3618176272,20502012
5266605,1600,40,2,486,80.3006685918288,3618177400,20726176
5266605,1600,40,2,546,80.38024744716718,3618182780,20941292
5266605,1600,40,2,607,80.31071952619713,3618186628,21107644
5266605,1600,40,2,667,80.40223631976724,3618187204,21258276
5266605,1600,40,2,728,80.33047507617178,3618187204,21367780
5266605,1600,40,2,788,80.41800971547403,3618193008,21485760
5266605,1600,40,2,848,80.46645623250174,3618193196,21563028
5266605,1600,40,2,909,80.39985313967227,3618193388,21626072
5266605,1600,40,2,969,80.44459232669902,3618194184,21686676
5266605,1600,40,2,1030,80.38881139102769,3618194324,21750008
5266605,1600,40,2,1090,80.42943921158742,3618200132,21831168
5266605,1600,40,2,1150,80.47305732417492,3618202284,21918596
5266605,1600,40,2,1211,80.42622116907367,3618205884,21980608
5266605,1600,40,2,1271,80.46268027602066,3618206380,22036204
5266605,1600,40,2,1332,80.42536476065611,3618206380,22080316
5266605,1600,40,2,1392,80.4575897373388,3618210712,22112784
5266605,1600,40,2,1453,80.42728239932829,3618214492,22163116
5266605,1600,40,2,1513,80.44490156019917,3618215096,22191064
5266605,1600,40,2,1574,80.20167611122228,3617264380,22162964
5266605,1600,40,2,1634,79.11299321233504,3616315600,22119916
5266605,1600,40,2,1694,56.01850857965003,2626126348,16351124
5266605,1600,40,2,1755,30.43647779409725,1506774912,9792888
5266605,1600,40,2,1815,12.735412225764145,646066740,4289676
5266605,1600,40,2,1875,4.083147202743486,258599832,2045280
5266606,1600,14,3,3,0.0,979320,24516
5266606,1600,14,3,63,6.168367346938775,99588668,1157860
5266606,1600,14,3,124,41.17331759149939,760089860,10478504
5266606,1600,14,3,184,42.61664022009806,760188752,10737380
5266606,1600,14,3,244,42.64678809650715,760221264,10986024
5266606,1600,14,3,304,42.600776680756425,760237668,11141448
5266606,1600,14,3,365,42.44653547051384,760257988,11321940
5266606,1600,14,3,425,42.46809575198377,760264276,11489752
5266606,1600,14,3,485,42.46294364627701,760269436,11591436
5266606,1600,14,3,545,42.45220837614842,760273588,11673860
5266606,1600,14,3,606,42.37514892842626,760283228,11774284
5266606,1600,14,3,666,42.399992883182364,760286676,11849808
5266606,1600,14,3,726,42.397815044529345,760292800,11896544
5266606,1600,14,3,787,42.33283229287158,760294824,11934412
5266606,1600,14,3,847,42.35130813653339,760296604,11981800
5266606,1600,14,3,907,42.36279531209416,760297384,12007364
5266606,1600,14,3,967,42.360398883886525,760299420,12079868
5266606,1600,14,3,1028,42.313252704322004,760299420,12115392
5266606,1600,14,3,1088,42.32217016783786,760300448,12146036
